s_id,semester,leave_school_name,leave_dept_name,degree_now,第一題,第二題,第三題,第四題,第五題,第六題,第七題,第八題,第九題,第十題,第10題,第十一題,第11題,第十二題
5b633bed5cab0b85d11c38646b2b5ffa,101,資訊電機學院,電機工程學系博士班,博士班,全職工作_創業*:*,其他部門*:*,是*:*,出版、影音製作傳播及資通訊服務業 (J)*:*,"約新臺幣95,001元至100,000元*:*",境內_台北市*:*,NULL,NULL,專業知識、知能傳授*:*,NULL,工作紀律、責任感及時間管理能力*:*,問題解決能力*:*,符合*:*,商業及管理學門*:*
5b83b03be3a459d392c578c6df60a801,103,資訊電機學院,電機工程學系,學士班,目前非就業中（請跳答第7題後，再跳答第10、11、12題）*:*,NULL,NULL,NULL,NULL,NULL,NULL,非常有幫助*:*,NULL,NULL,NULL,外語能力*:*創新能力*:*團隊合作能力*:*,NULL,教育學門*:*法律學門*:*
5b9636fd9f657db1a8f20d17f1664960,103,管理學院,企業管理學系碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,客服部門*:*,是_請問管理人數為___人*:*,運輸及倉儲業 (H)*:*,NULL,境內_南投縣*:*,服役中或等待服役中*:*,NULL,校外業界實習*:*,人際互動能力*:*溝通表達能力*:*持續學習能力*:*,NULL,外語能力*:*問題解決能力*:*工作紀律、責任感及時間管理能力*:*,NULL,社會及行為科學門*:*商業及管理學門*:*藝術學門*:*
5bacb527c10fc6d494a99e56fca17fef,103,工學院,化學工程與材料工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,生產 /製造 部門*:*,是_請問管理人數為___人*:*,製造業 (C)*:*,NULL,境內_嘉義市*:*,尋找工作中_到現在還在尋找工作的最大可能原因為何_工作地點不適合*:*,NULL,建立同學及老師人脈*:*,溝通表達能力*:*人際互動能力*:*問題解決能力*:*,NULL,溝通表達能力*:*人際互動能力*:*問題解決能力*:*,NULL,法律學門*:*社會及行為科學門*:*教育學門*:*
5bc734c2be73c431c5587f29e3815a3c,103,地球科學學院,大氣科學學系,學士班,全職工作_政府部門（含職業軍人）*:*,行政部門*:*,否*:*,公共行政及國防、強制性社會安全 (O)*:*,NULL,境內_雲林縣*:*,準備考試_國內研究所*:*,NULL,校內實務課程*:*,持續學習能力*:*,NULL,資訊科技應用能力*:*創新能力*:*溝通表達能力*:*,NULL,社會及行為科學門*:*
5bd04d72d9f56c5da3765068b6783954,103,理學院,光電科學與工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,生產 /製造 部門*:*,否*:*,製造業 (C)*:*,NULL,境內_花蓮縣*:*,準備考試_公務人員*:*,NULL,建立同學及老師人脈*:*,溝通表達能力*:*創新能力*:*持續學習能力*:*,NULL,外語能力*:*溝通表達能力*:*人際互動能力*:*,NULL,人文學門*:*商業及管理學門*:*社會及行為科學門*:*
5bda536f034c09c508fc13280535b073,103,資訊電機學院,電機工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,否*:*,製造業 (C)*:*,NULL,境內_台南市*:*,準備考試_證照*:*,NULL,建立同學及老師人脈*:*,外語能力*:*溝通表達能力*:*創新能力*:*,NULL,持續學習能力*:*團隊合作能力*:*,NULL,藝術學門*:*傳播學門*:*
5bda7ccd3c3794161b70a2c913ddd39a,100,工學院,機械工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,製造業 (C)*:*,"約新臺幣49,001元至52,000元*:*",境內_新北市*:*,NULL,NULL,校內實務課程*:*社團活動*:*校外業界實習*:*,NULL,人際互動能力*:*團隊合作能力*:*溝通表達能力*:*,團隊合作能力*:*人際互動能力*:*溝通表達能力*:*,符合*:*,人文學門*:*
5be30ac27bbbbc17b0546b3bdc3e1bed,101,理學院,光電科學與工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,否*:*,製造業 (C)*:*,"約新臺幣52,001元至55,000元*:*",境內_桃園市*:*,NULL,NULL,建立同學及老師人脈*:*擔任研究或教學助理*:*專業知識、知能傳授*:*,NULL,溝通表達能力*:*團隊合作能力*:*持續學習能力*:*,問題解決能力*:*持續學習能力*:*工作紀律、責任感及時間管理能力*:*,尚可*:*,工程學門*:*
5bed15c2d1ebc24e09e64999cef38c5c,101,管理學院,人力資源管理研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,人力資源 /培訓 部門*:*,否*:*,製造業 (C)*:*,"約新臺幣55,001元至60,000元*:*",境內_台北市*:*,NULL,NULL,建立同學及老師人脈*:*專業知識、知能傳授*:*校內實務課程*:*,NULL,團隊合作能力*:*問題解決能力*:*外語能力*:*,問題解決能力*:*溝通表達能力*:*團隊合作能力*:*,非常符合*:*,法律學門*:*
5bf057448fa6cc20985f059e9dce9c5b,101,管理學院,財務金融學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,其他部門*:*,否*:*,金融及保險業 (K)*:*,"約新臺幣95,001元至100,000元*:*",境內_台北市*:*,NULL,NULL,專業知識、知能傳授*:*社團活動*:*,NULL,資訊科技應用能力*:*外語能力*:*溝通表達能力*:*,溝通表達能力*:*,符合*:*,其他學門*:*
5bf89d0915febc4fc06d7ca325a1f403,101,資訊電機學院,電機工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,否*:*,電力及燃氣供應業 (D)*:*,"約新臺幣60,001元至65,000元*:*",境內_桃園市*:*,NULL,NULL,語言學習*:*參與國際交流活動*:*,NULL,溝通表達能力*:*團隊合作能力*:*,持續學習能力*:*,尚可*:*,商業及管理學門*:*
5c37d711b81da368afcd12550f351868,100,資訊電機學院,資訊工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,出版、影音製作傳播及資通訊服務業 (J)*:*,"約新臺幣60,001元至65,000元*:*",境內_台北市*:*,NULL,NULL,校內實務課程*:*專業知識、知能傳授*:*建立同學及老師人脈*:*,NULL,工作紀律、責任感及時間管理能力*:*團隊合作能力*:*,團隊合作能力*:*工作紀律、責任感及時間管理能力*:*,非常符合*:*,電算機學門*:*
5c62c3559fa4e7d5f616bfb53766772a,101,工學院,土木工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,設計部門*:*,是*:*,營建工程業 (F)*:*,"約新臺幣46,001元至49,000元*:*",境內_台北市*:*,NULL,NULL,參與國際交流活動*:*,NULL,跨領域整合能力*:*,團隊合作能力*:*問題解決能力*:*,尚可*:*,藝術學門*:*
5c8da2afa78d84c237213676a4ef0cf1,103,理學院,理學院學士班,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,專業 、科學及技術服務(M)*:*,NULL,境內_澎湖縣*:*,準備考試_國內研究所*:*,NULL,建立同學及老師人脈*:*,溝通表達能力*:*創新能力*:*,NULL,領導能力*:*外語能力*:*團隊合作能力*:*,NULL,藝術學門*:*生命科學門*:*社會及行為科學門*:*
5c98d655ad9ad965721e7e2ea84ae5b2,100,工學院,材料科學與工程研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,是*:*,製造業 (C)*:*,"約新臺幣150,001元至170,000元*:*",境內_台中市*:*,NULL,NULL,建立同學及老師人脈*:*,NULL,人際互動能力*:*團隊合作能力*:*,人際互動能力*:*,尚可*:*,設計學門*:*
5c99ec18eef8c79d81e5b2ec5dd414a5,101,資訊電機學院,電機工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,製造業 (C)*:*,"約新臺幣52,001元至55,000元*:*",境內_新竹市*:*,NULL,NULL,專業知識、知能傳授*:*,NULL,溝通表達能力*:*,外語能力*:*,符合*:*,工程學門*:*
5ca24160b00bb864fd7f890a2ebf207b,101,管理學院,資訊管理學系碩士班,碩士班,全職工作_創業*:*,資訊部門*:*,是*:*,製造業 (C)*:*,"約新臺幣65,001元至70,000元*:*",境內_台北市*:*,NULL,NULL,其他訓練*:*,NULL,問題解決能力*:*創新能力*:*團隊合作能力*:*,工作紀律、責任感及時間管理能力*:*,尚可*:*,電算機學門*:*
5cad82a9e16e967efccefc2da8f7488d,100,理學院,生命科學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,否*:*,專業 、科學及技術服務(M)*:*,"約新臺幣55,001元至60,000元*:*",境內_台北市*:*,NULL,NULL,專業知識、知能傳授*:*,NULL,溝通表達能力*:*跨領域整合能力*:*問題解決能力*:*,問題解決能力*:*,尚可*:*,法律學門*:*
5cca9e739c0170ffd944c2f8aa76ba6b,103,資訊電機學院,資訊工程學系,學士班,目前非就業中（請跳答第7題後，再跳答第10、11、12題）*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,外語能力*:*溝通表達能力*:*持續學習能力*:*,NULL,社會及行為科學門*:*自然科學門*:*藝術學門*:*
5cf38c3499e3eeb303830f4ecbbaf30c,103,工學院,機械工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,設計部門*:*,否*:*,製造業 (C)*:*,NULL,境內_雲林縣*:*,準備考試_出國留學*:*,NULL,建立同學及老師人脈*:*,溝通表達能力*:*創新能力*:*問題解決能力*:*,NULL,團隊合作能力*:*外語能力*:*問題解決能力*:*,NULL,生命科學門*:*社會及行為科學門*:*
5d11e4c06c8314a7e93060930a52330b,101,文學院,法國語文學系,學士班,全職工作_政府部門（含職業軍人）*:*,人力資源 /培訓 部門*:*,否*:*,公共行政及國防、強制性社會安全 (O)*:*,"約新臺幣43,001元至46,000元*:*",境內_嘉義縣*:*,NULL,NULL,志工服務、服務學習*:*語言學習*:*,NULL,創新能力*:*工作紀律、責任感及時間管理能力*:*跨領域整合能力*:*,溝通表達能力*:*工作紀律、責任感及時間管理能力*:*人際互動能力*:*,尚可*:*,社會及行為科學門*:*
5d311eaf05671e7dc9a88b359291c54e,103,資訊電機學院,資訊工程學系軟體工程碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,否*:*,出版、影音製作傳播及資通訊服務業 (J)*:*,NULL,境外，(請填報工作國家別)_南美洲*:*,準備考試_國內研究所*:*,NULL,專業知識、知能傳授*:*,跨領域整合能力*:*,NULL,人際互動能力*:*溝通表達能力*:*,NULL,生命科學門*:*教育學門*:*
5d3fc313c9617f2aa3fc89cfd696e7c2,103,管理學院,經濟學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,其他部門（請敘明）*:*,否*:*,專業 、科學及技術服務(M)*:*,NULL,境內_南投縣*:*,準備考試_國內研究所*:*,NULL,建立同學及老師人脈*:*,溝通表達能力*:*創新能力*:*持續學習能力*:*,NULL,問題解決能力*:*工作紀律、責任感及時間管理能力*:*,NULL,社會及行為科學門*:*
5d4845ebbb74df53b44660bf556676dd,100,理學院,物理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,否*:*,製造業 (C)*:*,"約新臺幣60,001元至65,000元*:*",境內_桃園市*:*,NULL,NULL,專業知識、知能傳授*:*擔任研究或教學助理*:*校內實務課程*:*,NULL,持續學習能力*:*人際互動能力*:*溝通表達能力*:*,人際互動能力*:*溝通表達能力*:*持續學習能力*:*,非常符合*:*,電算機學門*:*
5d66adb91ba66d232101386690cd883c,103,文學院,法國語文學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,財務 /會計 部門*:*,否*:*,金融及保險業 (K)*:*,NULL,境內_新竹市*:*,尋找工作中_到現在還在尋找工作的最大可能原因為何_沒有工作機會*:*,NULL,建立同學及老師人脈*:*,創新能力*:*工作紀律、責任感及時間管理能力*:*溝通表達能力*:*,NULL,人際互動能力*:*,NULL,生命科學門*:*
5d72a523f288bdee0db7c60ac15c054f,103,資訊電機學院,通訊工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,製造業 (C)*:*,NULL,境內_花蓮縣*:*,準備考試_公務人員*:*,NULL,校外業界實習*:*,溝通表達能力*:*創新能力*:*,NULL,問題解決能力*:*持續學習能力*:*溝通表達能力*:*,NULL,藝術學門*:*
5d735c1495362895987768e0fae47fc5,101,文學院,英美語文學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,企劃 /行銷部門*:*,否*:*,專業 、科學及技術服務(M)*:*,"約新臺幣40,001元至43,000元*:*",境內_新竹縣*:*,NULL,NULL,社團活動*:*,NULL,團隊合作能力*:*工作紀律、責任感及時間管理能力*:*持續學習能力*:*,問題解決能力*:*團隊合作能力*:*持續學習能力*:*,符合*:*,商業及管理學門*:*
5d9c5cecbe859344b7ad7a4e40471f1b,101,資訊電機學院,資訊工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,出版、影音製作傳播及資通訊服務業 (J)*:*,"約新臺幣100,001元至110,000元*:*",境內_台北市*:*,NULL,NULL,語言學習*:*建立同學及老師人脈*:*專業知識、知能傳授*:*,NULL,團隊合作能力*:*問題解決能力*:*溝通表達能力*:*,外語能力*:*工作紀律、責任感及時間管理能力*:*資訊科技應用能力*:*,非常符合*:*,教育學門*:*
5daa50719673e2515dc2d211a42f1b82,103,資訊電機學院,資訊工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,製造業 (C)*:*,NULL,境內_花蓮縣*:*,尋找工作中_到現在還在尋找工作的最大可能原因為何_沒有工作機會*:*,NULL,專業知識、知能傳授*:*,溝通表達能力*:*持續學習能力*:*,NULL,外語能力*:*創新能力*:*持續學習能力*:*,NULL,法律學門*:*設計學門*:*社會及行為科學門*:*
5dc08d71f195253bad9f238861857e3f,100,文學院,中國文學系碩士班,碩士班,部分工時_自由工作者(以接案維生，或個人服務，如幫忙排隊…)*:*部分工時_請問您1週工作時數約_小時*:*,教育訓練部門*:*,否*:*,藝術、娛樂及休閒服務業 (R)*:*,"約新臺幣22,001元至25,000元*:*",境內_台北市*:*,NULL,NULL,參與國際交流活動*:*專業知識、知能傳授*:*社團活動*:*,NULL,創新能力*:*溝通表達能力*:*人際互動能力*:*,人際互動能力*:*溝通表達能力*:*持續學習能力*:*,符合*:*,藝術學門*:*
5dc3b57af5628b9553ab4ee72fdd8aeb,103,管理學院,資訊管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊部門*:*,否*:*,製造業 (C)*:*,NULL,境內_高雄市*:*,準備考試_公務人員*:*,NULL,建立同學及老師人脈*:*,人際互動能力*:*問題解決能力*:*溝通表達能力*:*,NULL,溝通表達能力*:*跨領域整合能力*:*持續學習能力*:*,NULL,人文學門*:*設計學門*:*法律學門*:*
5df2884481d8ffa07aa517dad7e57539,103,理學院,物理學系,學士班,目前非就業中（請跳答第7題後，再跳答第10、11、12題）*:*,NULL,NULL,NULL,NULL,NULL,NULL,有幫助*:*,NULL,NULL,NULL,外語能力*:*溝通表達能力*:*持續學習能力*:*,NULL,藝術學門*:*教育學門*:*社會及行為科學門*:*
5e06ea171d9291c9f1083b89c064af86,100,管理學院,經濟學系,學士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,行政部門*:*,否*:*,教育業 (P)*:*,"約新臺幣34,001元至37,000元*:*",境內_桃園市*:*,NULL,NULL,校內實務課程*:*,NULL,資訊科技應用能力*:*持續學習能力*:*問題解決能力*:*,工作紀律、責任感及時間管理能力*:*,尚可*:*,沒有進修需求*:*
5e103215629fa4615e99bfbdf249cb09,100,理學院,生命科學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,其他部門*:*,否*:*,製造業 (C)*:*,"約新臺幣43,001元至46,000元*:*",境內_新竹縣*:*,NULL,NULL,專業知識、知能傳授*:*社團活動*:*語言學習*:*,NULL,人際互動能力*:*持續學習能力*:*團隊合作能力*:*,團隊合作能力*:*資訊科技應用能力*:*持續學習能力*:*,非常符合*:*,沒有進修需求*:*
5e48dd2fcd8652b4d0f03eba69fda9cb,100,地球科學學院,地球物理研究所碩士班,碩士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,工程部門*:*,否*:*,專業 、科學及技術服務(M)*:*,"約新臺幣43,001元至46,000元*:*",境內_台北市*:*,NULL,NULL,專業知識、知能傳授*:*校內實務課程*:*,NULL,溝通表達能力*:*問題解決能力*:*領導能力*:*,持續學習能力*:*問題解決能力*:*工作紀律、責任感及時間管理能力*:*,符合*:*,電算機學門*:*
5e5a8cc7d24398f9782d30337dca7d0a,103,工學院,土木工程學系博士班,博士班,家管/料理家務者（請跳答第10、11、12題）*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,人際互動能力*:*問題解決能力*:*持續學習能力*:*,NULL,商業及管理學門*:*社會及行為科學門*:*藝術學門*:*
5e5be2f9c0281fac9d2065ba83d597d5,103,資訊電機學院,電機工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,企劃 /行銷部門*:*,否*:*,製造業 (C)*:*,NULL,境內_南投縣*:*,準備考試_國內研究所*:*,NULL,建立同學及老師人脈*:*,溝通表達能力*:*,NULL,創新能力*:*,NULL,教育學門*:*
5e6bbb9dcdad755466c8e060c699ffc4,100,工學院,機械工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,否*:*,製造業 (C)*:*,"約新臺幣70,001元至75,000元*:*",境內_台南市*:*,NULL,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*校內實務課程*:*,NULL,團隊合作能力*:*工作紀律、責任感及時間管理能力*:*問題解決能力*:*,跨領域整合能力*:*外語能力*:*問題解決能力*:*,符合*:*,工程學門*:*
5e70955da1c5f4dfe179fea0dcfb37aa,100,理學院,物理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,否*:*,製造業 (C)*:*,"約新臺幣100,001元至110,000元*:*",境內_新竹市*:*,NULL,NULL,語言學習*:*專業知識、知能傳授*:*校內實務課程*:*,NULL,團隊合作能力*:*溝通表達能力*:*工作紀律、責任感及時間管理能力*:*,工作紀律、責任感及時間管理能力*:*團隊合作能力*:*溝通表達能力*:*,符合*:*,數學及統計門*:*
5e7fbb62235b39535d10f1ae527e0faf,101,資訊電機學院,資訊工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,專業 、科學及技術服務(M)*:*,"約新臺幣52,001元至55,000元*:*",境內_台北市*:*,NULL,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,NULL,人際互動能力*:*資訊科技應用能力*:*,持續學習能力*:*創新能力*:*,符合*:*,設計學門*:*
5e995fffb65d8b42ff3cd81ed4c3d55d,101,資訊電機學院,資訊工程學系,學士班,全職工作_政府部門（含職業軍人）*:*,資訊部門*:*,否*:*,出版、影音製作傳播及資通訊服務業 (J)*:*,"約新臺幣37,001元至40,000元*:*",境內_桃園市*:*,NULL,NULL,其他訓練*:*建立同學及老師人脈*:*擔任研究或教學助理*:*,NULL,外語能力*:*工作紀律、責任感及時間管理能力*:*人際互動能力*:*,工作紀律、責任感及時間管理能力*:*人際互動能力*:*,尚可*:*,電算機學門*:*
5ea530c11183cdf5f8afba44ffcfa943,101,理學院,數學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,出版、影音製作傳播及資通訊服務業 (J)*:*,"約新臺幣65,001元至70,000元*:*",境內_台北市*:*,NULL,NULL,專業知識、知能傳授*:*擔任研究或教學助理*:*其他訓練*:*,NULL,溝通表達能力*:*問題解決能力*:*持續學習能力*:*,人際互動能力*:*問題解決能力*:*溝通表達能力*:*,符合*:*,社會及行為科學門*:*
5eb353cf62a630c48fc7cbbda91d532e,100,理學院,物理學系博士班,博士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,製造業 (C)*:*,"約新臺幣80,001元至85,000元*:*",境外_亞洲（香港、澳門、大陸地區）*:*,NULL,NULL,專業知識、知能傳授*:*,NULL,人際互動能力*:*溝通表達能力*:*持續學習能力*:*,問題解決能力*:*跨領域整合能力*:*持續學習能力*:*,符合*:*,沒有進修需求*:*
5ed8e5ccbc34b1d39acb3317caab32f9,101,管理學院,財務金融學系碩士在職專班,碩士在職專班,全職工作_非營利機構*:*,企劃 /行銷部門*:*,是*:*,金融及保險業 (K)*:*,"約新臺幣90,001元至95,000元*:*",境內_台北市*:*,NULL,NULL,專業知識、知能傳授*:*,NULL,人際互動能力*:*跨領域整合能力*:*,問題解決能力*:*,符合*:*,商業及管理學門*:*
5eda434385d2d28e4f7d7863c66f0577,100,理學院,數學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,營業 (運)部門*:*,是*:*,批發及零售業 (G)*:*,"約新臺幣49,001元至52,000元*:*",境內_台北市*:*,NULL,NULL,語言學習*:*建立同學及老師人脈*:*,NULL,人際互動能力*:*外語能力*:*溝通表達能力*:*,人際互動能力*:*外語能力*:*,符合*:*,商業及管理學門*:*
5ef1acfb8dc486c7f68ac748ac65ced0,101,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,企劃 /行銷部門*:*,是*:*,藝術、娛樂及休閒服務業 (R)*:*,"約新臺幣37,001元至40,000元*:*",境內_台北市*:*,NULL,NULL,社團活動*:*,NULL,溝通表達能力*:*持續學習能力*:*人際互動能力*:*,領導能力*:*團隊合作能力*:*工作紀律、責任感及時間管理能力*:*,尚可*:*,教育學門*:*
5f19941ddc3553e648d090fb4f8cbd82,101,資訊電機學院,電機工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,工程部門*:*,是*:*,製造業 (C)*:*,"約新臺幣80,001元至85,000元*:*",境內_桃園市*:*,NULL,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*校內實務課程*:*,NULL,溝通表達能力*:*問題解決能力*:*持續學習能力*:*,其他*:*,非常符合*:*,商業及管理學門*:*
5f23b43e286cb2e0d8417fc320b9198f,101,客家學院,客家政治經濟研究所碩士班,碩士班,全職工作_政府部門（含職業軍人）*:*,其他部門*:*,否*:*,公共行政及國防、強制性社會安全 (O)*:*,"約新臺幣40,001元至43,000元*:*",境內_台北市*:*,NULL,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,NULL,溝通表達能力*:*人際互動能力*:*團隊合作能力*:*,問題解決能力*:*人際互動能力*:*工作紀律、責任感及時間管理能力*:*,符合*:*,傳播學門*:*
5f28b29bbc48f8f5c41b3b776b436025,101,地球科學學院,地球科學學系,學士班,全職工作_創業*:*,營業 (運)部門*:*,是*:*,批發及零售業 (G)*:*,"約新臺幣37,001元至40,000元*:*",境內_桃園市*:*,NULL,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*社團活動*:*,NULL,創新能力*:*團隊合作能力*:*工作紀律、責任感及時間管理能力*:*,人際互動能力*:*領導能力*:*跨領域整合能力*:*,符合*:*,電算機學門*:*
5f3ca00bc4866f6696d99d2fdad71898,103,管理學院,企業管理學系博士班,博士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,行政部門*:*,否*:*,教育業 (P)*:*,NULL,境內_花蓮縣*:*,準備考試_國內研究所*:*,NULL,專業知識、知能傳授*:*,溝通表達能力*:*工作紀律、責任感及時間管理能力*:*持續學習能力*:*,NULL,資訊科技應用能力*:*工作紀律、責任感及時間管理能力*:*持續學習能力*:*,NULL,法律學門*:*社會及行為科學門*:*藝術學門*:*
5f472a66ad34e67beb41a0eabaec87db,103,管理學院,資訊管理學系碩士班,碩士班,家管/料理家務者（請跳答第10、11、12題）*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,溝通表達能力*:*資訊科技應用能力*:*外語能力*:*,NULL,人文學門*:*教育學門*:*設計學門*:*
5f5a3bc2f6e6421861d1f1ae31b5e26e,100,資訊電機學院,電機工程學系碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,製造業 (C)*:*,"約新臺幣130,001元至140,000元*:*",境內_新北市*:*,NULL,NULL,專業知識、知能傳授*:*,NULL,工作紀律、責任感及時間管理能力*:*,跨領域整合能力*:*,非常符合*:*,人文學門*:*
5f6eb7182ae7cc6a95afeee6a77e254a,100,地球科學學院,應用地質研究所碩士班,碩士班,全職工作_政府部門（含職業軍人）*:*,工程部門*:*,否*:*,專業 、科學及技術服務(M)*:*,"約新臺幣49,001元至52,000元*:*",境內_桃園市*:*,NULL,NULL,專業知識、知能傳授*:*,NULL,外語能力*:*領導能力*:*問題解決能力*:*,問題解決能力*:*溝通表達能力*:*團隊合作能力*:*,符合*:*,工程學門*:*
5f7b01c4baf75f117ff3d60d867fe1f6,100,資訊電機學院,資訊工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊部門*:*,否*:*,出版、影音製作傳播及資通訊服務業 (J)*:*,"約新臺幣37,001元至40,000元*:*",境內_台北市*:*,NULL,NULL,社團活動*:*專業知識、知能傳授*:*語言學習*:*,NULL,外語能力*:*持續學習能力*:*跨領域整合能力*:*,持續學習能力*:*外語能力*:*跨領域整合能力*:*,尚可*:*,商業及管理學門*:*
5f7b2f1b79755058e65682b8e864bb39,103,管理學院,資訊管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊部門*:*,否*:*,專業 、科學及技術服務(M)*:*,NULL,境內_嘉義縣*:*,準備考試_國內研究所*:*,NULL,校內實務課程*:*,團隊合作能力*:*溝通表達能力*:*,NULL,溝通表達能力*:*問題解決能力*:*持續學習能力*:*,NULL,社會及行為科學門*:*
5f825e209ad57db3e156119376cf2782,103,工學院,機械工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,製造業 (C)*:*,NULL,境內_花蓮縣*:*,準備考試_出國留學*:*,NULL,校內實務課程*:*,外語能力*:*創新能力*:*溝通表達能力*:*,NULL,問題解決能力*:*創新能力*:*團隊合作能力*:*,NULL,法律學門*:*
5f896ad0d451028e27a959d8502dad7d,101,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,行政部門*:*,否*:*,金融及保險業 (K)*:*,"約新臺幣95,001元至100,000元*:*",境內_台北市*:*,NULL,NULL,社團活動*:*專業知識、知能傳授*:*,NULL,跨領域整合能力*:*創新能力*:*問題解決能力*:*,溝通表達能力*:*團隊合作能力*:*,符合*:*,法律學門*:*
5f8faeb32e563e5291edcbab10c52caf,103,管理學院,資訊管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,研發 /開發部門*:*,否*:*,藝術、娛樂及休閒服務業 (R)*:*,NULL,境內_花蓮縣*:*,準備考試_國內研究所*:*,NULL,專業知識、知能傳授*:*,人際互動能力*:*溝通表達能力*:*,NULL,溝通表達能力*:*問題解決能力*:*團隊合作能力*:*,NULL,教育學門*:*商業及管理學門*:*法律學門*:*
5fbf1181ca56dca0d5f027019f6e7642,101,管理學院,人力資源管理研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,人力資源 /培訓 部門*:*,否*:*,製造業 (C)*:*,"約新臺幣52,001元至55,000元*:*",境內_台中市*:*,NULL,NULL,建立同學及老師人脈*:*校外業界實習*:*,NULL,工作紀律、責任感及時間管理能力*:*外語能力*:*,團隊合作能力*:*人際互動能力*:*,非常符合*:*,工程學門*:*
